Review Dates,Review Titles,Reviews,Star Ratings
"April 19, 2022",The Death of Instagram,"""Be not afraid of greatness. Some are born great, some achieve greatness, and others have greatness thrust upon them."" so wrote the balding perfumed ruff model William Shakespeare, but alas these blustery words were not intended for the dead eyed Mark Zuckerberg, nor anyone that creates albeit legal, voyeuristic masturbatory digital snooping tools. Though hardly great, Mr.Zuckerberg and his lesser competitors have given us the likes of TikTok, MySpace and Facebook the latter spawning the slightly more idiotic Instagram. As a target audience garden variety moron myself, I took to Instagram like a Floridian does to NASCAR. So many ""friends"" I made from Trucknutz69 to DonaldTrump4prezudent; finally I was a part of a community, such that it is. However, the rot was about to set in.Having never felt the need for such security measures as double authentication, a pencil outline of my penis or a drop blood from which a match could be made to verify myself to the robots at Meta, I sat back in my superior manner and never worried once about male enhancement pill salesmen or bitcoin hucksters wanting to commandeer my Instagram feed. However, just like Mr.Zuckerberg's mother commenting on her son's terrific sense of humour, I couldn't have been more wrong. Upon returning from my miserable job as a modern day gong farmer, I sat down, very much the broken man, to see how my pal Kanye West was doing, here I discovered that my Instagram feed had been expropriated by one of aforementioned bitcoin barrow boy. No more The Rock, no more RepublicansforJesus, no more vulcanized Brazilian 19 year olds asking for a few reals to finish med school in Brasília...I was well and truly hacked. So, what solution did Instagram have for me? Instagram, the company worth 100 billion dollars- they said, and I'll paraphrase Lou Costello here: ""I dunno!"". As minutes turned into hours more and more of my followers were being drawn into this evil bitcoin scheme. And then it started, actual real people I know began to call- not Mr. The Rock nor any Brazilian med students/bikini models, but honest decent people I actually know, some of whom use Instagram for their business. Could I stop this avalanche? Well, ask anyone who this has happened to and you'll know my answer.The solution: take some of that money and hire a customer service team (like the Brazilian ""fitness"" model most likely employs) and have them standing by to field the myriad issues involving lowlife hackers usurping your innocent user's Instagram feeds. Apologize to countless users that you've allowed to dangle from a rope of your own creation and then comb out the eggs and nits of the hacker from your own greasy head. ""Meta"" is a person or thing that is more than usual or that goes above and beyond- well I'd settle for less, not less in the Instagram sense, but less in the ""just do something in a reliable manner"" sense....Instagram- you're as terrible at helping your users as you are brilliant at bringing American simpletons to international attention.",1
"April 15, 2022",Instagram itself is fine,"Instagram itself is fine, but the vast majority of it's promoted content I see is fraudulent websites and scams. Therefore instagram's business model is actually taking a cut from stolen funds. Sooner or later, a class action law suit will close the entire firm down.",1
"April 15, 2022",mark you just id.iot you are a swindler…,mark you just id.iot you are a swindler all your money is forbidden by stealing and taking peoples information and there is no safety for you and your dirty sites like you you are taking advantage of people because you are a rude child a fraud dont pay the users anything and waste their time for hours every day on facebook and instagram because you are a shameful and disgraceful person i hope that your sites are all shutdown,1
"April 15, 2022",Horrible,"Horrible. I'm not able to log in to my business account on my desktop. There are certain tasks that need to be completed by desktop. This company has no organized system to address issues. Instagram automated message states to enter the 4 digit code sent to my phone number ending in---- but no code is ever sent. I've had this happen before and they offer no explanation as to why this is happening. I'm dealing with an actual live person now and they asked for verification information which I provided 5 days and ago and no response. This is NOT a situation where i forgot my passcode or I have an incorrect phone number listed, it's a situation where they are NOT sending the code because their system is NOT functioning properly. I have never had such a bad experience with logging into an account. Fix your system Instagram/Facebook and If you can not do that, then you need to shut Instagram down or bring in a NEW CEO and whole new team because the people that assist you can not answer simple questions....",1
"April 14, 2022",Crappy help,My account got hacked so badly I tried to call Instagram to see if they could fix it but they have no costumer survive and their help center is absolute crap.,1
"April 12, 2022",Wow so many fake businesses most from…,Wow so many fake businesses most from America. Instagram DO NOT  click on any adverts as they are not vetted nor are they checked for fraudsters.  Do not Buy anything from there you will loose your money.,1
"Apr. 12, 2022",Someone has impersonated my profile for…,"Someone has impersonated my profile for the second time. I have reported it both via the app and via the form submission - The response received, we cannot review your case right now due to a coronavirus outbreak.  Please try again later.The app is useless as well. Someone is using my face to scam people and they are okay with that, Not adhering to their own guidelines and community standards.",1
"Apr. 11, 2022",great for pictures but terrible for videos,"It is great for watching pictures.But terrible for video-stories. The sound in news feed is on automatically which is annoying . I turn it off and and after it it’s not possible to watch stories because they also don’t have sound and it’s not possible to turn it on from the story, there is no button, I need to go back to feed, to find a video, turn sound on and go back to watch stories.Why is it so terrible? Guys, look at YouTube how great they play videos without sound before you click yourself.",3
"Apr. 9, 2022",Absolute Rubbish since Facebook got…,Absolute Rubbish since Facebook got there grubby hands on it!Endless Bot Likes & Advertising.Also they Locked me out of my Account for No Reason.Taken the Fun Out of Using the App.,1
"Apr. 8, 2022",Absolutely appalling,Absolutely appalling! Security is so lax and there's no chance of ever getting your account back if its hacked! Unbelievable this can actually happen and they couldn't care less !,1
"Apr. 7, 2022",Instagram in a place full of scamers…,Instagram in a place full of scamers that just want hack your account & rip your friends off & Instagram doesn't do a thing to stop them never again will I go on this s... site made for scamers.,1
"Apr. 2, 2022",Good social media platform,"If you pay attention , it’s a good website. If you’re unsure of the people roaming around , just set the account as private. Good website overall and I don’t spot many bugs even if I am an android user.",4
"Updated Apr. 1, 2022",It is not about friend’s pictures…,"It is not about your friend’s pictures anymore. My friend’s pictures have disappeared to have instead a fest of advertisement, suggestions and selling stuff.It is real disgrace.Also, very unhelpful when your account gets hacked. Several friends hacked by bitcoin fraudsters and they can’t recover their accounts yet. There is no way you can report that a friend’s account has been hacked.",1
"Mar. 29, 2022",glitches & bad mod,Not bad. Good enough if you wanna use Instagram for fun. Ads aren't too spammy and bothering since you can scroll through all of them. But the amount of glitches I've encountered in the app is astonishing. There are also way too many bots in here. Their moderation needs improvements.,3
"Mar. 21, 2022",Good app but too much spam!,"Instagram deactivated my account only because I liked comments with a different political point of view. Again, I didn’t post comments or anything, only liked a couple. Wow. Scary world we’re living in these days..",3
"Mar. 19, 2022",Instagram deactivated my account only…,"R3tarded app keeps blocking my OWN MUSIC, how dumb are the people runing it? Seriously.",1
"Mar. 15, 2022",R3tarded app keeps blocking my OWN…,"""Be not afraid of greatness. Some are born great, some achieve greatness, and others have greatness thrust upon them."" so wrote the balding perfumed ruff model William Shakespeare, but alas these blustery words were not intended for the dead eyed Mark Zuckerberg, nor anyone that creates albeit legal, voyeuristic masturbatory digital snooping tools. Though hardly great, Mr.Zuckerberg and his lesser competitors have given us the likes of TikTok, MySpace and Facebook the latter spawning the slightly more idiotic Instagram. As a target audience garden variety moron myself, I took to Instagram like a Floridian does to NASCAR. So many ""friends"" I made from Trucknutz69 to DonaldTrump4prezudent; finally I was a part of a community, such that it is. However, the rot was about to set in.Having never felt the need for such security measures as double authentication, a pencil outline of my penis or a drop blood from which a match could be made to verify myself to the robots at Meta, I sat back in my superior manner and never worried once about male enhancement pill salesmen or bitcoin hucksters wanting to commandeer my Instagram feed. However, just like Mr.Zuckerberg's mother commenting on her son's terrific sense of humour, I couldn't have been more wrong. Upon returning from my miserable job as a modern day gong farmer, I sat down, very much the broken man, to see how my pal Kanye West was doing, here I discovered that my Instagram feed had been expropriated by one of aforementioned bitcoin barrow boy. No more The Rock, no more RepublicansforJesus, no more vulcanized Brazilian 19 year olds asking for a few reals to finish med school in Brasília...I was well and truly hacked. So, what solution did Instagram have for me? Instagram, the company worth 100 billion dollars- they said, and I'll paraphrase Lou Costello here: ""I dunno!"". As minutes turned into hours more and more of my followers were being drawn into this evil bitcoin scheme. And then it started, actual real people I know began to call- not Mr. The Rock nor any Brazilian med students/bikini models, but honest decent people I actually know, some of whom use Instagram for their business. Could I stop this avalanche? Well, ask anyone who this has happened to and you'll know my answer.The solution: take some of that money and hire a customer service team (like the Brazilian ""fitness"" model most likely employs) and have them standing by to field the myriad issues involving lowlife hackers usurping your innocent user's Instagram feeds. Apologize to countless users that you've allowed to dangle from a rope of your own creation and then comb out the eggs and nits of the hacker from your own greasy head. ""Meta"" is a person or thing that is more than usual or that goes above and beyond- well I'd settle for less, not less in the Instagram sense, but less in the ""just do something in a reliable manner"" sense....Instagram- you're as terrible at helping your users as you are brilliant at bringing American simpletons to international attention.",1
"Mar. 15, 2022",The best app ever!!!,"Instagram itself is fine, but the vast majority of it's promoted content I see is fraudulent websites and scams. Therefore instagram's business model is actually taking a cut from stolen funds. Sooner or later, a class action law suit will close the entire firm down.",5
"Mar. 14, 2022",I love it!!!!,mark you just id.iot you are a swindler all your money is forbidden by stealing and taking peoples information and there is no safety for you and your dirty sites like you you are taking advantage of people because you are a rude child a fraud dont pay the users anything and waste their time for hours every day on facebook and instagram because you are a shameful and disgraceful person i hope that your sites are all shutdown,5
"Mar. 12, 2022",Terrible app!!,"Horrible. I'm not able to log in to my business account on my desktop. There are certain tasks that need to be completed by desktop. This company has no organized system to address issues. Instagram automated message states to enter the 4 digit code sent to my phone number ending in---- but no code is ever sent. I've had this happen before and they offer no explanation as to why this is happening. I'm dealing with an actual live person now and they asked for verification information which I provided 5 days and ago and no response. This is NOT a situation where i forgot my passcode or I have an incorrect phone number listed, it's a situation where they are NOT sending the code because their system is NOT functioning properly. I have never had such a bad experience with logging into an account. Fix your system Instagram/Facebook and If you can not do that, then you need to shut Instagram down or bring in a NEW CEO and whole new team because the people that assist you can not answer simple questions....",1
"April 19, 2022",The Death of Instagram,My account got hacked so badly I tried to call Instagram to see if they could fix it but they have no costumer survive and their help center is absolute crap.,1
"April 15, 2022",Instagram itself is fine,Wow so many fake businesses most from America. Instagram DO NOT  click on any adverts as they are not vetted nor are they checked for fraudsters.  Do not Buy anything from there you will loose your money.,1
"April 15, 2022",mark you just id.iot you are a swindler…,"Someone has impersonated my profile for the second time. I have reported it both via the app and via the form submission - The response received, we cannot review your case right now due to a coronavirus outbreak.  Please try again later.The app is useless as well. Someone is using my face to scam people and they are okay with that, Not adhering to their own guidelines and community standards.",1
"April 15, 2022",Horrible,"It is great for watching pictures.But terrible for video-stories. The sound in news feed is on automatically which is annoying . I turn it off and and after it it’s not possible to watch stories because they also don’t have sound and it’s not possible to turn it on from the story, there is no button, I need to go back to feed, to find a video, turn sound on and go back to watch stories.Why is it so terrible? Guys, look at YouTube how great they play videos without sound before you click yourself.",1
"April 14, 2022",Crappy help,Absolute Rubbish since Facebook got there grubby hands on it!Endless Bot Likes & Advertising.Also they Locked me out of my Account for No Reason.Taken the Fun Out of Using the App.,1
"April 12, 2022",Wow so many fake businesses most from…,Absolutely appalling! Security is so lax and there's no chance of ever getting your account back if its hacked! Unbelievable this can actually happen and they couldn't care less !,1
"Apr. 12, 2022",Someone has impersonated my profile for…,Instagram in a place full of scamers that just want hack your account & rip your friends off & Instagram doesn't do a thing to stop them never again will I go on this s... site made for scamers.,1
"Apr. 11, 2022",great for pictures but terrible for videos,"If you pay attention , it’s a good website. If you’re unsure of the people roaming around , just set the account as private. Good website overall and I don’t spot many bugs even if I am an android user.",3
"Apr. 9, 2022",Absolute Rubbish since Facebook got…,"It is not about your friend’s pictures anymore. My friend’s pictures have disappeared to have instead a fest of advertisement, suggestions and selling stuff.It is real disgrace.Also, very unhelpful when your account gets hacked. Several friends hacked by bitcoin fraudsters and they can’t recover their accounts yet. There is no way you can report that a friend’s account has been hacked.",1
"Apr. 8, 2022",Absolutely appalling,Not bad. Good enough if you wanna use Instagram for fun. Ads aren't too spammy and bothering since you can scroll through all of them. But the amount of glitches I've encountered in the app is astonishing. There are also way too many bots in here. Their moderation needs improvements.,1
"Apr. 7, 2022",Instagram in a place full of scamers…,"Instagram deactivated my account only because I liked comments with a different political point of view. Again, I didn’t post comments or anything, only liked a couple. Wow. Scary world we’re living in these days..",1
"Apr. 2, 2022",Good social media platform,"R3tarded app keeps blocking my OWN MUSIC, how dumb are the people runing it? Seriously.",4
"Updated Apr. 1, 2022",It is not about friend’s pictures…,"My personal experience with instagram is this. As soon as my posts began organically generating thousands of followers and likes on a daily and sometimes hourly basis due to the factual content I was posting about the “new world order depopulation agenda”, they abruptly shut down my account! They shut down my backup account in advance prior to doing this for absolutely no reason! I was hardly using it. They shut down several accounts I had without justification, warning, or any response, resolutions, etc. They are ruthless to deal with and even though I have other old accounts on there, I’ll never trust them again or put my best content on their platform. Refer to my fakebook review below for tips on where to post freely without penalty. Who wants to deal with endless censorship? I’m on every alternative social media site now! You will never find the truth on mainstream social media sites since it’s all being banned, deleted & blocked. That’s why most people are uninformed. Use Telegram, Bitchute, Rumble, Odysee/Lbry, Yandex (to search), Protonmail, Signal messenger, MeWe, Wimkin, Minds, Gab, Parler, and get off of the “sheeple platforms”. They’re a waste of time! All of your posts, videos, friends lists, & accounts will disappear on the censored sites. Eventually, many people will wake up to the nonsense and migrate to the other sites! It’s so much more worth it to be where you can access THE TRUTH.",1
"Mar. 29, 2022",glitches & bad mod,"I do not want an Instagram account, I just want to see my friends' photos.But you keep insisting I log in or sign up ""to continue"".I have tried to do that, and found that you consider ""the IP address that [I am] using has been flagged as an open proxy. If [I] believe this to be incorrect, please visit [the help page]"".Definitely incorrect, we are just a regular home broadband IP.The help page link is a generic one, and there is no useful information there whatsoever.You have failed on three counts regarding basic functionality.  You are also causing an epidemic of mental health problems.  How can you justify working for this company?If you are looking for an alternative I would suggest Flickr (I have no affiliation).",3
"Mar. 21, 2022",Good app but too much spam!,My account got hacked 2 weeks ago. Since then I have been trying to get it back. Instagram doesn't have any proper channels where you can reach out to them and solve the issue. They have this thing where you have to send a selfie video. It doesn't even work. I have sent multiple selfie videos and they keep saying they couldn't verify me. Are you F'ing serious? I have multiple pictures on my profile which got hacked. The hacker is now harassing my friends. I have even replied to the emails I got from Instagram and they don't even reply back. fix this.,3
"Mar. 19, 2022",Instagram deactivated my account only…,"I’m having the worst experience ever because of the lack of communication you have within your team. I’ve been SHADOW BANNED for almost two months now!! You are doing this ILLEGALLY and none of my previous feedback is been heard and I never received a reply from you even all my reviews.I found your sense of community lacking from the original meaning that it has because you don’t really care about your community. You are banning my profile without having the chance for my works and content, all of this illegally and not specified in Terms and Conditions.I don’t like financing a ghost utopic community that doesn’t consider myself as part of his own community too.Is just a shame and I’m concerned.I want to close both my accounts I have with you, Facebook, Instagram, WhatsApp.I found both TikTok and Twitter a better and more inclusive place where I could’ve speak with a customer service and where I received a resolution too.You don’t listen, you don’t involve people of being part of your community, because you trick them! You trick your own users penalising them and without providing any kind of assistance in any issue they may find.I didn’t receive this treatment from any other social media, but if you don’t care about your community it will not be important deleting all my accounts from your platforms! NO COMMENT.",1
"Mar. 15, 2022",R3tarded app keeps blocking my OWN…,"Have you ever wondered what does Facebook, Instagram, WhatsApp do with your data each time you open their application, log in to their Web services?Based in their rules and regulations, none of these services should ever trace your location, nor your IP address. In reality, this is way different and whatever you do, whichever place you log in, using whatever IP address, Marc Zuckberg’s social media is illegally spying on you and collects all data without your permission.A while ago Europe voted strict rules when it comes to GDPR and data protection of it’s citizens. Unfortunately, our data is being stored, used for their purpose without us knowing that. I myself, always use VPN services when it comes to social media or simple browsing on the net and because of that, Marc’s team not only marked my account as suspicious but also deleted it without even checking with me first.What I found even worse then the need to collect where I am every time I used their services, is first they ask your phone number to confirm it is you and after you do that they simply block/remove your account and in order to reopen that you are requested for even more personal details, see their response to my complaint about blocking my account. Below is their response, basically asking you to take a picture of yourself, including your handwriting and your hand needs to be visible. The picture needs to be well visible etc. What does Marc do with that, of course they store that and use that for resale to third parties for advertising purposes. So basically if you use face recognition feature Marc Zuckerberg gets that if you follow their requests and uses it in order to resale that for bigger income.Bedankt dat je contact met ons hebt opgenomen. Voordat we je kunnen helpen, moet je bevestigen dat jij de eigenaar bent van dit account.Reageer op deze e-mail met een foto van jezelf waarop je een handgeschreven kopie vasthoudt van de onderstaande code.XXXXXDe foto die je stuurt:- Moet de bovenstaande code bevatten, geschreven op een vel wit papier, gevolgd door je volledige naam en je gebruikersnaam- Moet zowel je hand met het vel papier als je hele gezicht bevatten- Moet goed belicht, en niet te klein, donker of wazig zijn- Moet worden bijgevoegd als een JPEG-bestandZelfs als dit account geen foto’s van jou bevat of wordt gebruikt om iets of iemand anders te vertegenwoordigen, kunnen we niet helpen totdat we een foto hebben ontvangen die voldoet aan deze vereisten.Met vriendelijke groet,Het team van InstagramAre you still sure you wish to use social media accounts, property of Marc Zuckberg’s?Please spread the word throughout your network and make people aware about the privacy invasion of Marc Zuckberg NOBODY SHOULD INVADE OUR PRIVACY WITHOUT OUR CONSENT.",1
"Mar. 15, 2022",The best app ever!!!,"Literally one of the worst companies in the whole world right now. They are the nazis of the Internet and are trying to control certain narratives, only allowing lies to be told. This satanic entity needs taking down and burning to the ground",5
"Mar. 14, 2022",I love it!!!!,"Steve at Kigali Coffee, 2 Stoney St, Notts NG1 1LG Today my husband and I met with Steve at Kigali Coffee, Nottingham.  To say Steve is very knowledgeable about coffee; from bean to ground, is only the half of it.This week I treated my husband to a Wilfa Coffee Grinder and thought it would be a very good idea to see if somebody in the `business` could assist in best how to use the equipment.  The grinder was not purchased from Kigali so I was absolutely over the moon when Steve offered to show us how it worked.  He explained the workings with simplicity and went way beyond what the `Helpful Notes` in the grinder box explains.Whilst there he also explained the `washed` and `natural` bean difference; difference in grinds etcWe sat taking this all in, over two very tasty coffees.  This meeting has saved us making a few `novice` mistakes no doubt, but more importantly opened up a coffee shop that we will visit now, when in Nottingham, knowing that the service is above and beyond.  They care about how their coffee is prepared, tastes and presented.Thank you Steve / Kigali – amazing service.Wendy",5
"Mar. 12, 2022",Terrible app!!,"I like to share my pictures, as Photograph, without any obligations or without any comment just so. And then I want the feedback of my group/followers,.. I want to do the same, see professional photos and comment on them... Just for inspiration... For sure I want also the opportunity to delete photos. If you google my name, then the old photos from me are on google.. I want to delete them...   And I don't want to see Ads... Instagram just sucks...",1
"Mar. 12, 2022",COMMUNISTS who delete the truth on a daily basis! Use instagram to recruit people to BETTER PLATFORMS! They remove accounts and truthful content without justification!,This is and horrible app to use if your account gets hacked like mine they won't help you unless your bringing them money to there business don't use this instagram if your not a big shot.,1
"Updated Mar. 12, 2022",I do not want an Instagram account,"I signed up for my first account simply as a marketing tool for a new business i am opening, created account, went to login and my IP address was already blocked. Decided to use a VPN instead, a little inconvenient but no big deal, I was immediately locked out of the account. Now they want me to prove the account is mine with a tax return, utility bill etc in order to unlock an account I haven't managed to login into once. Very poor, not user/customer friendly, they probably don't care, I will be looking elsewhere.",1
"Mar. 11, 2022",My account got hacked 2 weeks ago,"They dont care at all about abuse, racism, bullying etc happening on their platform. Customer service is run by bots, not humans, and they never actually punish or remove offenders, but simultaneously remove accounts that have done nothing wrong for no reason.",1
"Mar. 10, 2022",INSTAGRAM SHADOW BANNED MY ACCOUNT FOR TEO MONTHS NOW COMPLETELY ILLEGALY!,"Pathetic app. Heavily censored for telling the truth, yet pedophiles and terrorists are free to post content. Half the time it's a struggle to log on.",1
"Mar. 6, 2022",Being spied by social media giant Marc Zuckberg.,"Absolute joke. My engagement has dropped to a ridiculously low level the last few months which has dramatically effected my business and my job, I've sent numerous reports asking for a response and haven't had 1. Since last week I haven't been able to post pictures or videos on my feed or story but yet haven't had any warning of violations or going against rules or guidelines and haven't been able to get in contact with them for assistance or reason for this. Absolutely disgusted",1
"Mar. 4, 2022",Literally one of the worst companies in…,"You hacked an amazing voluntary project i did for my beloved parents. How dare you. You may have the ability and intellect to play with the keyboard and technology to ruin my project that i cannot login, but you don't have the morality to understand the importance of parents and how I love my parents. Be one.",1
"Mar. 4, 2022","Steve at Kigali Coffee, Notts",My business account was suspended as my toddler pushed buttons on my phone. Months later and countless requests to get it reactivated I can’t get get a response from them.,5
